row_id,question_group_id,question,original_question,bloom_level,legacy_bloom_level,source_document,source_paragraph,quality_flags,split
pone-row-103d51d6cac9f8c6,pone-question-948193de38202bef,recall the supply voltage constraints,recall the supply voltage constraints,remember,knowledge,pone.0230442.s002.docx,60,none,train
pone-row-a7a89c828dea05da,pone-question-fdeac74a91257833,Recite a policy of immigration in Europe .,Recite a policy of immigration in Europe .,remember,knowledge,pone.0230442.s002.docx,61,none,test
pone-row-cea9374f44085e0a,pone-question-20d46720f10fa342,"Recite the poem ""Auto Wreck"".","Recite the poem ""Auto Wreck"".",remember,knowledge,pone.0230442.s002.docx,62,none,train
pone-row-6595d95ee68fee78,pone-question-55b138d896fcc834,Recite the principles of the Data Protection Act.,Recite the principles of the Data Protection Act.,remember,knowledge,pone.0230442.s002.docx,63,none,train
pone-row-1686fce570a5197b,pone-question-98d76a49c6671b4e,Recite the the Gaussian law,Recite the the Gaussian law,remember,knowledge,pone.0230442.s002.docx,64,possible_language_error,validation
pone-row-0beef295e6d3a73d,pone-question-8efe0f7aa7d8a4b7,State four attributes of well engineered software.,State four attributes of well engineered software.,remember,knowledge,pone.0230442.s002.docx,65,none,test
pone-row-eab694f54b6bca85,pone-question-7d1bda941eb16cbe,State how to find a word in a dictionary,State how to find a word in a dictionary,remember,knowledge,pone.0230442.s002.docx,66,none,train
pone-row-e87a9dfd95702394,pone-question-0d9f6dba718f3568,State the characteristics of each type of corrosion testing studied,State the characteristics of each type of corrosion testing studied,remember,knowledge,pone.0230442.s002.docx,67,none,train
pone-row-2c12492bf85720bb,pone-question-11cd497073159a4f,State the definition of application in Bloom's Taxonomy.,State the definition of application in Bloom's Taxonomy.,remember,knowledge,pone.0230442.s002.docx,68,none,train
pone-row-5af7b3a712c1add9,pone-question-affde85092c1d2b4,State the formula for the area of a circle,State the formula for the area of a circle,remember,knowledge,pone.0230442.s002.docx,69,none,train
pone-row-ad458782f7542477,pone-question-93e9e5a7b52c5aea,State the guidelines to design an anodic protection system,State the guidelines to design an anodic protection system,remember,knowledge,pone.0230442.s002.docx,70,none,train
pone-row-e4696e0384bc3182,pone-question-fd1d90b124d74689,State the pattern for expressing time in French.,State the pattern for expressing time in French.,remember,knowledge,pone.0230442.s002.docx,71,none,train
pone-row-9b4695392bf58045,pone-question-250b8ca7b47df866,State the rule for balls and strikes in baseball.,State the rule for balls and strikes in baseball.,remember,knowledge,pone.0230442.s002.docx,72,none,train
pone-row-10274c3ff6a50dd2,pone-question-ad0b1b94f977b5d8,State the rule for using a semicolon in a sentence.,State the rule for using a semicolon in a sentence.,remember,knowledge,pone.0230442.s002.docx,73,none,validation
pone-row-f187e6bd056c69ee,pone-question-20aaec5b311ddccd,What are major facts about particular cultures and societies,What are major facts about particular cultures and societies,remember,knowledge,pone.0230442.s002.docx,74,none,train
pone-row-7bfb90e7112656ee,pone-question-94ac8bbd59acaced,What are the major products and exports of countries,What are the major products and exports of countries,remember,knowledge,pone.0230442.s002.docx,75,none,train
pone-row-c817bb039c484e55,pone-question-394b557ac77b2784,What are the representational symbols on maps and charts,What are the representational symbols on maps and charts,remember,knowledge,pone.0230442.s002.docx,76,none,train
pone-row-8f5063f772f2f75e,pone-question-48aa9decf9e95043,What are the structure or functions of Congress,What are the structure or functions of Congress,remember,knowledge,pone.0230442.s002.docx,77,none,train
pone-row-9a583173807defb1,pone-question-1de9aa789f511304,What are the units of corrosion penetration rates? Relate these to Faraday's law,What are the units of corrosion penetration rates? Relate these to Faraday's law,remember,knowledge,pone.0230442.s002.docx,78,none,train
pone-row-806d22ba635a6c91,pone-question-14156b13dce60863,What does ICT stands for.,What does ICT stands for.,remember,knowledge,pone.0230442.s002.docx,79,possible_language_error,validation
pone-row-cfae571724dc66ff,pone-question-f2f126dba1134af1,What is your family name,What is  your family name,remember,knowledge,pone.0230442.s002.docx,80,none,validation
pone-row-00705a379230ecb2,pone-question-09e2ca3848398901,What is a global variable?,What is a global variable?,remember,knowledge,pone.0230442.s002.docx,81,none,train
pone-row-25577ff3d5b371b2,pone-question-b1787f92231d4353,What is a textual index,What is a textual index,remember,knowledge,pone.0230442.s002.docx,82,none,train
pone-row-d167c01fd716c405,pone-question-c43e8fb16742d1a1,What is the setting of To Kill a Mockingbird?,What is the setting of To Kill a Mockingbird?,remember,knowledge,pone.0230442.s002.docx,83,none,train
pone-row-9714e97f8a08544a,pone-question-ddb39479cc176254,What is the title of the first movie you saw,What is the title of the first movie you saw ,remember,knowledge,pone.0230442.s002.docx,84,none,train
pone-row-213040c1514712bf,pone-question-38b14cb8b1fe88d8,What season are we in right now?,What season are we in right now?,remember,knowledge,pone.0230442.s002.docx,85,none,train
pone-row-8ed82e0e0feb2d9e,pone-question-2252aabd4322ead7,when did saudi arabia start using internet,when did saudi arabia start using internet,remember,knowledge,pone.0230442.s002.docx,86,none,train
pone-row-d30c4ccfc3cab22c,pone-question-907ed178e798112e,when did the first saudi radio station open,when did the first saudi radio station open,remember,knowledge,pone.0230442.s002.docx,87,none,validation
pone-row-c62fb9f31695c547,pone-question-60d4a1a30ed20702,When did the second world war happen,When did the second world war happen ,remember,knowledge,pone.0230442.s002.docx,88,none,validation
pone-row-bdf4418c836eb9b8,pone-question-9d777a1cf172d5e1,When did you born ?,When did you born ?,remember,knowledge,pone.0230442.s002.docx,89,none,train
pone-row-f056a4c9ad088c4a,pone-question-69bf345193881361,when was the first airport in the yemen built,when was the first airport in the yemen built,remember,knowledge,pone.0230442.s002.docx,90,none,train
pone-row-15fca0f1b47f15cb,pone-question-70e39f5a48fd9866,when was the UN formed,when was the UN formed ,remember,knowledge,pone.0230442.s002.docx,91,none,train
pone-row-ae175e8cd1327c19,pone-question-ff934b3655faafa8,Which of the following is the method for determining the volume of a cylinder?,Which of the following is the method for determining the volume of a cylinder?,remember,knowledge,pone.0230442.s002.docx,92,missing_context,validation
pone-row-7ae6945cc824dc4b,pone-question-8baef86ef4d42548,Which of the following item does not belong to the set ?,Which of the following item does not belong to the set ?,remember,knowledge,pone.0230442.s002.docx,93,missing_context,train
pone-row-ae3cd62001deed3c,pone-question-a6dedda6ab866b31,Which of the two liquids is hypotonic,Which of the two liquids is hypotonic ,remember,knowledge,pone.0230442.s002.docx,94,none,train
pone-row-a4e0077e7f13ef86,pone-question-658dcff740c43d68,which part of a data packet is used by a router to determine the destination network,which part of a data packet is used by a router to determine the destination network,remember,knowledge,pone.0230442.s002.docx,95,none,test
pone-row-9bb3ee65c070224d,pone-question-4c31967a04d48ff1,Which technology is used by laser printer,Which technology is used by laser printer,remember,knowledge,pone.0230442.s002.docx,96,none,train
pone-row-f44dcbb18b4d1a28,pone-question-3b265f0cecee8f79,Who is the first president of USA,Who is the first president   of USA,remember,knowledge,pone.0230442.s002.docx,97,none,train
pone-row-025c7c4143d6f9b4,pone-question-77fc26f156d40425,who is the founder of the kingdom of saudi Arabia,who is the founder of the kingdom of saudi Arabia,remember,knowledge,pone.0230442.s002.docx,98,none,train
pone-row-702358f0b0146f29,pone-question-bf681cf37e07868a,who was the first man on the moon,who was the first man on the moon,remember,knowledge,pone.0230442.s002.docx,99,none,train
pone-row-9778909f51d96d86,pone-question-a10a29180ca69362,who was the first to compose in the arts of makamat,who was the first to compose in the arts of makamat,remember,knowledge,pone.0230442.s002.docx,100,none,validation
pone-row-a3bb4cc9abb52d01,pone-question-5d896fe784ca77b0,Who was the writer of the Hamilton,Who was the writer of the Hamilton ,remember,knowledge,pone.0230442.s002.docx,101,none,test
pone-row-5ff6abd221adf061,pone-question-5bcc9a2c51abe7a2,Compare Calliope with Howie. Use the word bank.,Compare Calliope with Howie. Use the word bank.,understand,comprehension,pone.0230442.s002.docx,106,none,validation
pone-row-bdc9a8f2e812feaf,pone-question-4b00d9db15a6088b,Compare historical events to contemporary situations,Compare historical events to contemporary situations,understand,comprehension,pone.0230442.s002.docx,107,none,train
pone-row-54b51c00cbd93e9b,pone-question-122a0994d7511613,Complete an analogy (analogy tasks are inference tasks),Complete an analogy (analogy tasks are inference tasks),understand,comprehension,pone.0230442.s002.docx,108,none,train
pone-row-dd76ecaf867ed51a,pone-question-5165cd86f9282cea,Describe 4 types of coupling in software design.,Describe 4 types of coupling in software design.,understand,comprehension,pone.0230442.s002.docx,109,none,test
pone-row-c6adb01542840bdf,pone-question-87cf6987ea986088,Describe how Phillip and Timothy survived on the Cay.,Describe how Phillip and Timothy survived on the Cay.,understand,comprehension,pone.0230442.s002.docx,110,none,train
pone-row-604cc551c4a96e2b,pone-question-8e3999bcf0e37a7c,Describe in prose what is shown in graph form.,Describe in prose what is shown in graph form.,understand,comprehension,pone.0230442.s002.docx,111,missing_context,train
pone-row-3dc5739c27aa4bf5,pone-question-bfc0818125a6bf33,Describe in your own words how to borrow a book from the library.,Describe in your own words how to borrow a book from the library.,understand,comprehension,pone.0230442.s002.docx,112,none,train
pone-row-85d9d262b0d17524,pone-question-c0142cf1ab26614f,Describe in your own words how to copy text from one program into another.,Describe in your own words how to copy text from one program into another.,understand,comprehension,pone.0230442.s002.docx,113,missing_context,train
pone-row-fec3a3cfdfe6287e,pone-question-70ad7266ec090ef5,Describe in your own words what happens when a stream's velocity slows.,Describe in your own words what happens when a stream's velocity slows.,understand,comprehension,pone.0230442.s002.docx,114,none,train
pone-row-2ab65b3e72caac5a,pone-question-955b608814c9b0ea,Describe in your own words what is meant by a sprained ankle.,Describe in your own words what is meant by a sprained ankle.,understand,comprehension,pone.0230442.s002.docx,115,none,train
pone-row-642b8139c8681adb,pone-question-604da08f7bea85be,Describe nuclear transport to a lay person.,Describe nuclear transport to a lay person.,understand,comprehension,pone.0230442.s002.docx,116,none,validation
pone-row-cafb7c9de7029654,pone-question-c4443928b6daa238,Describe the Pareto Principle in statistical software quality assurance.,Describe the Pareto Principle in statistical software quality assurance.,understand,comprehension,pone.0230442.s002.docx,117,none,train
pone-row-cae4749f0d544e88,pone-question-f37d67a12abc6b48,Describe what goes in each of the four areas on the first page of notes,Describe what goes in each of the four areas on the first page of notes,understand,comprehension,pone.0230442.s002.docx,118,none,train
pone-row-4806bc6433dae8c3,pone-question-8c00e431a8c56508,Describe what took place as the Hato was sinking.,Describe what took place as the Hato was sinking.,understand,comprehension,pone.0230442.s002.docx,119,none,validation
pone-row-96d2112af08ab419,pone-question-14b58ac2d35f67be,Describe how the linear polarization method can yield corrosion rates,Describe how the linear polarization method can yield corrosion rates,understand,comprehension,pone.0230442.s002.docx,120,none,train
pone-row-903c2c4a2d8fb39f,pone-question-137a2f568560d983,Describe the major clinical differences between visceral and somatic pain,Describe the major clinical differences between visceral and somatic pain,understand,comprehension,pone.0230442.s002.docx,121,none,train
pone-row-ab7c9f84a3f16e86,pone-question-cef6b51ff641571e,Briefly describe the author's approach to the liabilities of the GOTO statement,Briefly describe the author's approach to the liabilities of the GOTO statement,understand,comprehension,pone.0230442.s002.docx,122,none,train
pone-row-8735c22921d38cfe,pone-question-351beced23910de2,Describe what happened at...?,Describe what happened at...?,understand,comprehension,pone.0230442.s002.docx,123,placeholder,train
pone-row-c4bf84b5a2d8bf8f,pone-question-4c62c6ce87fe4804,Determine the author’s point of view,Determine the author’s point of view,understand,comprehension,pone.0230442.s002.docx,124,none,test
pone-row-d1ff9a66cd4cb498,pone-question-ae759251d37f666d,Determine the next number in a sequence,Determine the next number in a sequence,understand,comprehension,pone.0230442.s002.docx,125,none,train
pone-row-0a8e7727baeffc30,pone-question-330674391d41ffcc,Discuss the nature of socialism.,Discuss the nature of socialism.,understand,comprehension,pone.0230442.s002.docx,126,none,train
pone-row-2f05ca21ccf25787,pone-question-ea416092e8cf5f3a,Explain how Timothy saved Phillip's life.,Explain how Timothy saved Phillip's life.,understand,comprehension,pone.0230442.s002.docx,127,none,train
pone-row-6e8ca8085a2ad98c,pone-question-366fc5b9a72ee48a,Explain in one's own words how to create a query in a database.,Explain in one's own words how to create a query in a database.,understand,comprehension,pone.0230442.s002.docx,128,none,train
pone-row-08c1012f3e537a2f,pone-question-1c8bb4b893c326c6,Explain in your own words what a recessive gene is.,Explain in your own words what a recessive gene is.,understand,comprehension,pone.0230442.s002.docx,129,none,validation
pone-row-5f9412288978fe88,pone-question-a6a79cd844ea66e6,Explain in your own words what do you mean by the term economics?,Explain in your own words what do you mean by the term economics?,understand,comprehension,pone.0230442.s002.docx,130,none,train
pone-row-719b7447d4c1743b,pone-question-cfc030ae77034253,Explain in your own words what is meant by mercantilism.,Explain in your own words what is meant by mercantilism.,understand,comprehension,pone.0230442.s002.docx,131,none,train
pone-row-0dee7787e9a7527f,pone-question-8e5c5604dbdd20bb,Explain the causes of historical events,Explain the causes of historical events,understand,comprehension,pone.0230442.s002.docx,132,none,train
pone-row-258e163d8d2b5caf,pone-question-53b9428835b61244,Explain the communicative property.,Explain the communicative property.,understand,comprehension,pone.0230442.s002.docx,133,none,train
pone-row-be52394200e6902e,pone-question-354b9688ef48943b,"Explain the double meaning the author attributes to the term ""successive action descriptions""","Explain the double meaning the author attributes to the term ""successive action descriptions""",understand,comprehension,pone.0230442.s002.docx,134,none,train
pone-row-b9e5d03fbbf2ede0,pone-question-6a0d5b3c96e73bfd,Explain the possible uses described in class for the space to the left of the vertical line.,Explain the possible uses described in class for the space to the left of the vertical line.,understand,comprehension,pone.0230442.s002.docx,135,none,test
pone-row-c9f1441f9d1fce54,pone-question-476b264c51dff331,Explain the process (paraphrase) for finding the perimeter of a rectangular garden,Explain the process (paraphrase) for finding the perimeter of a rectangular garden,understand,comprehension,pone.0230442.s002.docx,136,none,train
pone-row-27b15e6e6d279d10,pone-question-2b43542ffef27d21,Explain what a poem means.,Explain what a poem means.,understand,comprehension,pone.0230442.s002.docx,137,none,validation
pone-row-47ce6888ea37af45,pone-question-68a52cbc58848ff1,"Explain what the author means by the statement ""our intellectual powers are geared to master static relations.","Explain what the author means by the statement ""our intellectual powers are geared to master static relations.",understand,comprehension,pone.0230442.s002.docx,138,none,train
pone-row-9414c8a324da3fbe,pone-question-c6daeb6c5845c744,Express your opinion of 'Drugs in Sport' through poetry.,Express your opinion of 'Drugs in Sport' through poetry.,understand,comprehension,pone.0230442.s002.docx,139,none,train
pone-row-b764eede700769d4,pone-question-21012a40ea7232b7,From a blueprint to describe the article depicted.,From a blueprint to describe the article depicted.,understand,comprehension,pone.0230442.s002.docx,140,missing_context,validation
pone-row-1e22beb534c36935,pone-question-3210587cc1861c51,"Given a graph of production trends in automobiles, describe what the graph represents in a memo to your boss.","Given a graph of production trends in automobiles, describe what the graph represents in a memo to your boss.",understand,comprehension,pone.0230442.s002.docx,141,missing_context,train
pone-row-035ec9828c910fa7,pone-question-67948a4c410b387f,"Given these five corrosion inhibitors, V, W, X, Y, Z, identify which are passivators","Given these five corrosion inhibitors, V, W, X, Y, Z, identify which are passivators  ",understand,comprehension,pone.0230442.s002.docx,142,none,validation
pone-row-d0b32bc58e670bda,pone-question-7da23d1d32a5db41,"Illustrate this caption: ""Olympic as a Media Event in the Information Society""","Illustrate this caption: ""Olympic as a Media Event in the Information Society""",understand,comprehension,pone.0230442.s002.docx,143,none,train
pone-row-fdb4727a9aa3a43a,pone-question-6e961a080680d14a,Illustrate what you think the main idea was.,Illustrate what you think the main idea was.,understand,comprehension,pone.0230442.s002.docx,144,none,test
pone-row-f6173e17cf478a6f,pone-question-547a0c8ca7a9404f,In one sentence explain the main idea of a written passage.,In one sentence explain the main idea of a written passage.,understand,comprehension,pone.0230442.s002.docx,145,missing_context,test
pone-row-fe1ae757ae7b6603,pone-question-0cf50315a40b49bb,In one sentence illustrate the main point of a written passage.,In one sentence illustrate the main point of a written passage.,understand,comprehension,pone.0230442.s002.docx,146,missing_context,test
pone-row-4c6a2cd979b9f386,pone-question-38179c4afbfba467,Interpret the pictures.,Interpret the pictures.,understand,comprehension,pone.0230442.s002.docx,147,very_short,validation
pone-row-45490aea3ddb92d3,pone-question-432b891afb1d0b1d,Outline in your own words how the Leggo's Tomato Paste advertisement sells their product.,Outline in your own words how the Leggo's Tomato Paste advertisement sells their product.,understand,comprehension,pone.0230442.s002.docx,148,none,train
pone-row-11ef757e0319a6d9,pone-question-526f91177211fc08,Outline the most important insight of the tale.,Outline the most important insight of the tale.,understand,comprehension,pone.0230442.s002.docx,149,none,train
pone-row-734001c42d8e5557,pone-question-061d777b412c2a11,Outline the mechanisms employed by bacteria allowing them to evade phagocytic destruction.,Outline the mechanisms employed by bacteria allowing them to evade phagocytic destruction.,understand,comprehension,pone.0230442.s002.docx,150,none,train
pone-row-64c2fa68bdac00eb,pone-question-c86e37b89995ef0c,"Outline an ""attack plan"" that will allow you to test your hypothesis using computational molecular modeling tools","Outline an ""attack plan"" that will allow you to test your hypothesis using computational molecular modeling tools",understand,comprehension,pone.0230442.s002.docx,151,none,train
pone-row-618836bdd4b16f31,pone-question-6d89cc253cb31bc5,Paraphrase an important speech,Paraphrase an important speech,understand,comprehension,pone.0230442.s002.docx,152,none,train
pone-row-c0ff5e0da1b20f01,pone-question-ff6047f630d532b4,Paraphrase what Hamlet is saying in his soliloquy.,Paraphrase what Hamlet is saying in his soliloquy.,understand,comprehension,pone.0230442.s002.docx,153,none,train
pone-row-6011c281de8d9be4,pone-question-6ee4ab1282b3e227,Paraphrase the poem in your own words,Paraphrase the poem in your own words,understand,comprehension,pone.0230442.s002.docx,154,none,train
pone-row-1823ca3340987dff,pone-question-08b0781e18d64d45,"Paraphrase this poem about Sheik Schubli, explaining what he was saying about the characteristics of a friend","Paraphrase this poem about Sheik Schubli, explaining what he was saying about the characteristics of a friend",understand,comprehension,pone.0230442.s002.docx,155,none,train
pone-row-0a8d37ddb4eb6a25,pone-question-e7ad68a8351c02df,Describe the output of this program fragment:,Describe the output of this program fragment:,understand,comprehension,pone.0230442.s002.docx,156,none,train
pone-row-bb3d919a0dd57828,pone-question-fae45fda377983bc,Classify types of corrosion inhibitors,Classify types of corrosion inhibitors  ,understand,comprehension,pone.0230442.s002.docx,157,none,train
pone-row-064b96e513336d45,pone-question-2bd4e329478a76a3,would you classify the zener diode in this circuit as a series voltage regulator or a shunt voltage regulator, would you classify the zener diode in this circuit as a series voltage regulator or a shunt voltage regulator,understand,comprehension,pone.0230442.s002.docx,158,none,train
pone-row-c1dc56a8dd26a4c2,pone-question-2d5ce932f4494b7e,"Classify the following protocols: IP, TCP, HTTP according to the ISO OSI classification","Classify the following protocols: IP, TCP, HTTP according to the ISO OSI classification",understand,comprehension,pone.0230442.s002.docx,159,missing_context,train
pone-row-c9148a9c3416bcf1,pone-question-541a7f429b51b36d,"Classify the following substances as particle, atom, element, molecule, compound","Classify the following substances as particle, atom, element, molecule, compound",understand,comprehension,pone.0230442.s002.docx,160,missing_context,test
pone-row-b9e46f8c32b6ac6c,pone-question-a558df1c2cbb7d06,How would you classify the geographic location of your school,How would you classify the geographic location of your school,understand,comprehension,pone.0230442.s002.docx,161,none,train
pone-row-7261a7545aa1cf81,pone-question-9a1e0d43cf43cef9,Classify animals into two groups.,Classify animals into two groups.,understand,comprehension,pone.0230442.s002.docx,162,none,train
pone-row-5932a1c6a85e9aba,pone-question-8d794b07e96f3e2c,Classify celebrations into family and community categories.,Classify celebrations into family and community categories.,understand,comprehension,pone.0230442.s002.docx,163,none,train
pone-row-07eacf26739e36fd,pone-question-d3f06504d6ac1624,Classify frogs toads and other amphibians.,Classify frogs toads and other amphibians.,understand,comprehension,pone.0230442.s002.docx,164,none,train
pone-row-0939f5a39154906a,pone-question-250afa38943a43e1,Restate main idea of story in own words.,Restate main idea of story in own words.,understand,comprehension,pone.0230442.s002.docx,165,missing_context,train
pone-row-b4659e6257da4216,pone-question-87949f70028cd4f8,Restate the Olympic motto in your own words.,Restate the Olympic motto in your own words.,understand,comprehension,pone.0230442.s002.docx,166,none,train
pone-row-e21e9766e6c95522,pone-question-ce53d527be565419,Retell the story in your words.,Retell the story in your words.,understand,comprehension,pone.0230442.s002.docx,167,missing_context,train
pone-row-3ac7c6c6b630c678,pone-question-4c212f668f2f2b2a,Rewrite the principles of test writing.,Rewrite the principles of test writing.,understand,comprehension,pone.0230442.s002.docx,168,none,train
pone-row-fdf3dcfd6dc78679,pone-question-72bed50bcf726c3d,Rewrite you predicted equation for the ideal gas law,Rewrite you predicted equation for the ideal gas law,understand,comprehension,pone.0230442.s002.docx,169,none,test
pone-row-3c531caf0db231c0,pone-question-1cbce3238bf2816c,Rewrite the markov matrix to account for this slight change.,Rewrite the markov matrix to account for this slight change.,understand,comprehension,pone.0230442.s002.docx,170,none,train
pone-row-3b26ff24dd4234e6,pone-question-18d2c8fbeb26b6b3,"Rewrite the sentence in your head, following the direction given below","Rewrite the sentence in your head, following the direction given below",understand,comprehension,pone.0230442.s002.docx,171,missing_context,train
pone-row-507be8a4cbe10296,pone-question-7c1972733e1ce594,Rewrite a part in the poem using a different speaker,Rewrite a part in the poem using a different speaker,understand,comprehension,pone.0230442.s002.docx,172,none,train
pone-row-e8162df13e8520ed,pone-question-6ed7080767120dc9,Select the best title for a passage,Select the best title for a passage,understand,comprehension,pone.0230442.s002.docx,173,missing_context,train
pone-row-1cb66ab60f2800e2,pone-question-85a23ae70261f537,State in your own words the rule for balls and strikes in baseball.,State in your own words the rule for balls and strikes in baseball.,understand,comprehension,pone.0230442.s002.docx,174,none,train
pone-row-f1bff2b10158e2c2,pone-question-5e6d809ce7adb771,State in your own words where in the library to find previous issues of journals that are no longer in the display racks.,State in your own words where in the library to find previous issues of journals that are no longer in the display racks.,understand,comprehension,pone.0230442.s002.docx,175,none,train
pone-row-5a73e7c932f7a4b8,pone-question-6106b941d578527f,Can you state in your own words what the problem is asking you to do,Can you state in your own words what the problem is asking you to do,understand,comprehension,pone.0230442.s002.docx,176,none,validation
pone-row-f8bcb49a6cb28d87,pone-question-7516bcd607a35957,State in your own words what the author means when he says,State in your own words what the author means when he says,understand,comprehension,pone.0230442.s002.docx,177,none,train
pone-row-428302e6a743c1b1,pone-question-ae25c11af43a433b,Summarize a historical document,Summarize a historical document,understand,comprehension,pone.0230442.s002.docx,178,none,validation
pone-row-bfaba0ce93c98de2,pone-question-4978bcc5450fb0b2,Summarize a story in own words.,Summarize a story in own words.,understand,comprehension,pone.0230442.s002.docx,179,missing_context,train
pone-row-d0a220f5171125a0,pone-question-457be12beb264c46,Summarize Jem’s beliefs about Boo Radley,Summarize Jem’s beliefs about Boo Radley,understand,comprehension,pone.0230442.s002.docx,180,none,train
pone-row-45f3ea3cbba13470,pone-question-8fa8994a702e4956,Summarize the basic tenets of collaborative conservation.,Summarize the basic tenets of collaborative conservation.,understand,comprehension,pone.0230442.s002.docx,181,none,train
pone-row-7ac3277eb09353db,pone-question-ecabbc1caae57092,Summarize the basic tenets of deconstructionism.,Summarize the basic tenets of deconstructionism.,understand,comprehension,pone.0230442.s002.docx,182,none,train
pone-row-863c626f22b453aa,pone-question-964392f7d1e74efb,Summarize this magazine article.,Summarize this magazine article.,understand,comprehension,pone.0230442.s002.docx,183,missing_context,train
pone-row-84363f2d2b59fb31,pone-question-90e3148ebbf002dd,Tell how Phillip kept himself alive after Timothy died.,Tell how Phillip kept himself alive after Timothy died.,understand,comprehension,pone.0230442.s002.docx,184,none,validation
pone-row-917f81b1ad3b994b,pone-question-04a23612cc2c43ff,Tell in your own words how the setting of the story made it more interesting.,Tell in your own words how the setting of the story made it more interesting.,understand,comprehension,pone.0230442.s002.docx,185,missing_context,train
pone-row-44a5556feb25cc1f,pone-question-048ae01a0e011ba2,Tell in your own words the beginning of the book.,Tell in your own words the beginning of the book.,understand,comprehension,pone.0230442.s002.docx,186,none,train
pone-row-4ea9cdd009892bef,pone-question-72a96cd97e3bc749,"In your own words, tell what is meant by the definition of an isosceles triangle.","In your own words, tell what is meant by the definition of an isosceles triangle.",understand,comprehension,pone.0230442.s002.docx,187,none,train
pone-row-a30fd8f194d067ee,pone-question-627880d32b8e44d4,"In your own words, how would you define transferable skills","In your own words, how would you define transferable skills",understand,comprehension,pone.0230442.s002.docx,188,none,train
pone-row-06ee6cf52717b0a7,pone-question-cc9d2281e97294f4,Translate a written text aloud from L2 to English.,Translate a written text aloud from L2 to English.,understand,comprehension,pone.0230442.s002.docx,189,missing_context,train
pone-row-94f58f332c409c56,pone-question-db0e2560b8bb19cd,Translate an equation into a computer spreadsheet.,Translate an equation into a computer spreadsheet.,understand,comprehension,pone.0230442.s002.docx,190,none,validation
pone-row-53cb2352da12ef21,pone-question-7c103bcf8efaf7c6,Translate an equation into a spreadsheet formula.,Translate an equation into a spreadsheet formula.,understand,comprehension,pone.0230442.s002.docx,191,none,test
pone-row-eeed89a93fc938d8,pone-question-7af82bb28e8d7a71,Translate the following passage from The Iliad into English.,Translate the following passage from The Iliad into English.,understand,comprehension,pone.0230442.s002.docx,192,missing_context,train
pone-row-d461c9fed9f9533b,pone-question-f8c4900911a68042,Use the E-pH or Pourbaix diagram of Cr to determine the control current and potential for the anodic protection of a S43000 stainless steel vessel.,Use the E-pH or Pourbaix diagram of Cr to determine the control current and potential for the anodic protection of a S43000 stainless steel vessel.  ,understand,comprehension,pone.0230442.s002.docx,193,missing_context,validation
pone-row-702e3365f2390eb1,pone-question-c2cad1b208de0134,"Compare and contrast two treatments of either drapery or animals by Greek sculptors, establishing their artistic contexts"," Compare and contrast two treatments of either drapery or animals by Greek sculptors, establishing their artistic contexts",understand,comprehension,pone.0230442.s002.docx,194,none,test
pone-row-7805a0c44d4adc58,pone-question-24e5602bbb3e6fcb,"Briefly compare this way of testing the satisfiability of to the more standard way using SLD Resolution, as in Prolog"," Briefly compare this way of testing the satisfiability of to the more standard way using SLD Resolution, as in Prolog",understand,comprehension,pone.0230442.s002.docx,195,none,train
pone-row-0d8617cd220b296a,pone-question-4c85a74deb8fdbe7,How would you compare SAS with the Visual Basic Application and SPSS for the processing and analysis of mainframe data, How would you compare SAS with the Visual Basic Application and SPSS for the processing and analysis of mainframe data,understand,comprehension,pone.0230442.s002.docx,196,none,train
pone-row-f5e1e73fcc7b3afd,pone-question-cc57e7b7b77ed7f4,Describe and compare the role of Islamic law in the legal systems of Malaysia and Pakistan,  Describe and compare the role of Islamic law in the legal systems of Malaysia and Pakistan,understand,comprehension,pone.0230442.s002.docx,197,none,train
pone-row-bc0dbaec00223c5f,pone-question-daf2c03380ca6afa,Express the rule in function notation,Express the rule in function notation,understand,comprehension,pone.0230442.s002.docx,198,none,test
pone-row-ee33193501a177b5,pone-question-fcc1ee83dd9d06b0,Express the following systems in matrix form,Express the following systems in matrix form,understand,comprehension,pone.0230442.s002.docx,199,missing_context,validation
pone-row-4edec6c7f4004465,pone-question-075e0febabfa4b73,Express the following percentages as fractions in simplest form,Express the following percentages as fractions in simplest form,understand,comprehension,pone.0230442.s002.docx,200,missing_context,train
pone-row-a08bed30bc01dfdd,pone-question-24e3b5301531ed33,Explain the whole method of crushing,Explain the whole method of crushing,understand,comprehension,pone.0230442.s002.docx,201,none,validation
pone-row-250d93de87616218,pone-question-32ed763b77553e50,"In your own words, how would you summarize the story up","In your own words, how would you summarize the story up ",understand,comprehension,pone.0230442.s002.docx,202,missing_context,test
pone-row-47d85e90ad21c5ea,pone-question-ade439d6cdc9dd63,Summarize the main point of these two texts in your own words,Summarize the main point of these two texts in your own words ,understand,comprehension,pone.0230442.s002.docx,203,none,test
pone-row-c611f1b30f98dd5d,pone-question-6e7e698a89751631,Outline the aim of two studies within the,Outline the aim of two studies within the ,understand,comprehension,pone.0230442.s002.docx,204,none,train
pone-row-0270a83072ab9838,pone-question-ea8afdc18e3ec4bb,Outline your experience in working with service users, Outline your experience in working with service users,understand,comprehension,pone.0230442.s002.docx,205,none,validation
