row_id,question_group_id,question,original_question,bloom_level,legacy_bloom_level,source_document,source_paragraph,quality_flags,split,review_status,review_notes
pone-row-fa1e2d96614eec70,pone-question-c413f2c8620e742b,Use the unification algorithm to determine whether the following two terms are uni_able. Show intermediate step,  Use the unification algorithm to determine whether the following two terms are uni_able. Show intermediate step,apply,application,pone.0230442.s002.docx,284,missing_context,validation,needs_review,
pone-row-c81a7eca8db7a798,pone-question-769a932878e0a1d9,Use tableau methods to prove that the following tableau is valid.,Use tableau methods to prove that the following tableau is valid.,apply,application,pone.0230442.s002.docx,285,missing_context,train,needs_review,
pone-row-6920a016a13739e6,pone-question-374e0f4a410834b5,What would result if ...,What would result if …,apply,application,pone.0230442.s002.docx,292,placeholder,train,needs_review,
pone-row-62575e4e5d5f46a5,pone-question-d837bc8304e94d9a,What approach would you use to prove the truth of the below statement,What approach would you use to prove the truth of the below statement ,apply,application,pone.0230442.s002.docx,293,missing_context,train,needs_review,
pone-row-d97fa557af929b99,pone-question-8a5f52a24457b59b,Construct one Turing Machine for computing each of the following functions, Construct one Turing Machine for computing each of the following functions,apply,application,pone.0230442.s002.docx,294,missing_context,train,needs_review,
pone-row-bffe9ebf5ef59abd,pone-question-376903740ef7545a,Construct a Venn diagram to determine the validity of the given argument.,Construct a Venn diagram to determine the validity of the given argument.,apply,application,pone.0230442.s002.docx,295,missing_context,train,needs_review,
pone-row-1372fab770f9c4d6,pone-question-009689a6f94412cb,Construct a dictionary and a truth table to determine if the following statements are logically equivalent,Construct a dictionary and a truth table to determine if the following statements are logically equivalent,apply,application,pone.0230442.s002.docx,296,missing_context,train,needs_review,
pone-row-afc6f7427930cfdb,pone-question-a623bd9cbd6b4fe2,Construct an analog circuit with the following specifications,Construct an analog circuit with the following specifications,apply,application,pone.0230442.s002.docx,303,missing_context,test,needs_review,
pone-row-1eef9811cfc5d1a9,pone-question-6af5caf798cc6ebc,How to construct the selected information system,How to construct the selected information system,apply,application,pone.0230442.s002.docx,306,missing_context,train,needs_review,
pone-row-8f2ce4f626eb7644,pone-question-d01fc13f07a0d673,Show how E-CRM can be used to improve marketing positioning as explained in the article,Show how E-CRM can be used to improve marketing positioning as explained in the article,apply,application,pone.0230442.s002.docx,309,missing_context,train,needs_review,
pone-row-fb3fdde6010ed43d,pone-question-be187d07d758e9f6,Break down the main actions of the story.,Break down the main actions of the story.,analyze,analysis,pone.0230442.s002.docx,322,missing_context,train,needs_review,
pone-row-f0114f3a0009ace2,pone-question-b805fb4a365757c8,Can you find four different feelings Pa Lia had during the story?,Can you find four different feelings Pa Lia had during the story?,analyze,analysis,pone.0230442.s002.docx,327,missing_context,train,needs_review,
pone-row-35815e547af67c53,pone-question-88b342ebf63b909a,Compare herbatious and carnivorous animals on a Venn diagram.,Compare herbatious and carnivorous animals on a Venn diagram.,analyze,analysis,pone.0230442.s002.docx,334,missing_context,train,needs_review,
pone-row-a624fab57dea54b3,pone-question-26d44e6d9ed5f33f,Compare the place where the story happened with where you live.,Compare the place where the story happened with where you live.,analyze,analysis,pone.0230442.s002.docx,336,missing_context,train,needs_review,
pone-row-a70e7ec3f6624b6c,pone-question-da56d4e381853241,Compare three celebrations using a Venn diagram.,Compare three celebrations using a Venn diagram.,analyze,analysis,pone.0230442.s002.docx,338,missing_context,train,needs_review,
pone-row-8b97aa7a1b7d5ff6,pone-question-0d2a21d4d64d19bf,"Divide the story into initiating event, rising action, climax, and falling action","Divide the story into initiating event, rising action, climax, and falling action",analyze,analysis,pone.0230442.s002.docx,348,missing_context,test,needs_review,
pone-row-e532c69f7bb4fdf5,pone-question-f5dde26f6845c32d,How does...compare/contrast with...?,How does...compare/contrast with...?,analyze,analysis,pone.0230442.s002.docx,354,placeholder,train,needs_review,
pone-row-91baf01d1b22a83f,pone-question-412f0af5e1836627,How would this story be different if it had happened in a different country?,How would this story be different if it had happened in a different country?,analyze,analysis,pone.0230442.s002.docx,358,missing_context,train,needs_review,
pone-row-94411e7de1db159c,pone-question-a1b0c6e87037d703,"If your story happened in a foreign land, compare that land to the United States.","If your story happened in a foreign land, compare that land to the United States.",analyze,analysis,pone.0230442.s002.docx,360,missing_context,train,needs_review,
pone-row-4c9e8354e5fcd823,pone-question-023b7e7c9911cc6d,"If your story occurred long ago, compare that time with today in a good paragraph. If it was a modern story, compare it with a long time ago and tell what would be different.","If your story occurred long ago, compare that time with today in a good paragraph. If it was a modern story, compare it with a long time ago and tell what would be different.",analyze,analysis,pone.0230442.s002.docx,361,missing_context,train,needs_review,
pone-row-33ed0f06f14d1b19,pone-question-71d31ebe3c974641,What are the parts or features of...?,What are the parts or features of...?,analyze,analysis,pone.0230442.s002.docx,366,placeholder,train,needs_review,
pone-row-7197cab1a80943c1,pone-question-18b16a79cd282608,Distinguish between the following giving suitable examples,Distinguish between the following giving suitable examples,analyze,analysis,pone.0230442.s002.docx,367,missing_context,train,needs_review,
pone-row-84914ff2f54ee8d0,pone-question-919f50a84fccdb91,Differentiate between the following terms along with appropriate examples,Differentiate between the following terms along with appropriate examples,analyze,analysis,pone.0230442.s002.docx,380,missing_context,train,needs_review,
pone-row-ed85aa19e68fa783,pone-question-3eb86842345dd14b,Differentiate the following functions using the quotient rule,Differentiate the following functions using the quotient rule,analyze,analysis,pone.0230442.s002.docx,381,missing_context,train,needs_review,
pone-row-3c94531f8aad0de2,pone-question-84635f629a1d45e6,Examine carefully the given map extract on the following page to help you work out the exercise below., Examine carefully the given map extract on the following page to help you work out the exercise below.,analyze,analysis,pone.0230442.s002.docx,393,missing_context,validation,needs_review,
pone-row-5a9950b8948ffb15,pone-question-c44fe01a0434864a,"Contrast the treatment of ""well known"" trademarks provided by Paris Article and by TRIPS Article","Contrast the treatment of ""well known"" trademarks provided by Paris Article and by TRIPS Article ",analyze,analysis,pone.0230442.s002.docx,406,missing_context,test,needs_review,
pone-row-39ec0f5823938000,pone-question-1a6f9313a292ba3f,Can you invent another character for the story?,Can you invent another character for the story?,create,synthesis,pone.0230442.s002.docx,471,missing_context,train,needs_review,
pone-row-cebbc897960ab564,pone-question-a9e628b9730691ec,Choose a character. Rewrite a scene from the story from this character's point of view.,Choose a character. Rewrite a scene from the story from this character's point of view.,create,synthesis,pone.0230442.s002.docx,474,missing_context,train,needs_review,
pone-row-b02e7142f0274810,pone-question-81472cf5f733d300,Compose a class story.,Compose a class story.,create,synthesis,pone.0230442.s002.docx,477,missing_context,train,needs_review,
pone-row-21806da0ded903ca,pone-question-1330d4fe31c4dcf0,Compose a complete C program that reads text strings from a text file into a suitable data,Compose a complete C program that reads text strings from a text file into a suitable data,create,synthesis,pone.0230442.s002.docx,482,missing_context,validation,needs_review,
pone-row-6aefa3e51a7552dc,pone-question-7833641b871c4c21,Develop a hypothesis.,Develop a hypothesis.,create,synthesis,pone.0230442.s002.docx,503,very_short,train,needs_review,
pone-row-8dc3a77e3bb374db,pone-question-6a47c1895a243629,Develop one plausible ending for all three short stories below.,Develop one plausible ending for all three short stories below.,create,synthesis,pone.0230442.s002.docx,507,missing_context,train,needs_review,
pone-row-c71b2be4d6cee1c9,pone-question-bcf45dedb2c2797e,"Following the identification of the forms of corrosion that were involved in a failure, recommend a solution to avoid this failure?","Following the identification of the forms of corrosion that were involved in a failure, recommend a solution to avoid this failure?",create,synthesis,pone.0230442.s002.docx,513,missing_context,validation,needs_review,
pone-row-05127489f6d81271,pone-question-2c7a496b131a0a1d,How could you re-write this story with a city setting?,How could you re-write this story with a city setting?,create,synthesis,pone.0230442.s002.docx,516,missing_context,test,needs_review,
pone-row-2501766c9766cec1,pone-question-9106127c929786f3,"how do the clauses and expressions given in the article which replace GOTO statements, lead to the three traditional control statements","how do the clauses and expressions given in the article which replace GOTO statements, lead to the three traditional control statements",create,synthesis,pone.0230442.s002.docx,517,missing_context,train,needs_review,
pone-row-d6c3400fe559e3e9,pone-question-4f9b1c1e78c1c735,How would you change the story to create a different ending?,How would you change the story to create a different ending?,create,synthesis,pone.0230442.s002.docx,520,missing_context,validation,needs_review,
pone-row-b451e14e72c0de47,pone-question-3f3d99705262e295,How would you create/design a new...?,How would you create/design a new...?,create,synthesis,pone.0230442.s002.docx,521,placeholder,train,needs_review,
pone-row-9f662b1cf7293e88,pone-question-82272c398400f312,Name one character. Rewrite the story from this character's point of view.,Name one character. Rewrite the story from this character's point of view.,create,synthesis,pone.0230442.s002.docx,530,missing_context,train,needs_review,
pone-row-507cc5c4b3960670,pone-question-626d7d9254265781,Prepare a book jacket that illustrates the kind of book as well as the story.,Prepare a book jacket that illustrates the kind of book as well as the story.,create,synthesis,pone.0230442.s002.docx,534,missing_context,train,needs_review,
pone-row-1682b62aa393a819,pone-question-668a22f1d415a544,What ideas can you add to...?,What ideas can you add to...?,create,synthesis,pone.0230442.s002.docx,542,placeholder,train,needs_review,
pone-row-d281a7874bd7ebb8,pone-question-266c972f9b8b3b91,What might happen if you combined...?,What might happen if you combined...?,create,synthesis,pone.0230442.s002.docx,543,placeholder,test,needs_review,
pone-row-5d0650c56e8a9bc0,pone-question-5db3867ca4868fc7,What solutions would you suggest for...?,What solutions would you suggest for...?,create,synthesis,pone.0230442.s002.docx,544,placeholder,train,needs_review,
pone-row-c899fca567bf88d2,pone-question-8fc7e944017f5518,What would you predict/infer from...?,What would you predict/infer from...?,create,synthesis,pone.0230442.s002.docx,546,placeholder,train,needs_review,
pone-row-a406a21baa7eb1fb,pone-question-e0fc327f04a3aff1,Write a set of rules to prevent what happened in the story.,Write a set of rules to prevent what happened in the story.,create,synthesis,pone.0230442.s002.docx,553,missing_context,train,needs_review,
pone-row-915f782b5ab00fa8,pone-question-9ef1c220241d82dc,Write a short story relating a personal experience in the style of a picaresque novel.,Write a short story relating a personal experience in the style of a picaresque novel.,create,synthesis,pone.0230442.s002.docx,554,missing_context,train,needs_review,
pone-row-c1195be4db9fae3d,pone-question-ddf37f7f1f56d0a2,Develop a network based on the following information: Activity Immediate predecessors, Develop a network based on the following information: Activity Immediate predecessors,create,synthesis,pone.0230442.s002.docx,565,missing_context,train,needs_review,
pone-row-1bf84c766e471cfb,pone-question-f3aa739d0b74456e,Can you defend the idea that Simon's incident with the pig's head is the most mystical in the story?,Can you defend the idea that Simon's incident with the pig's head is the most mystical in the story?,evaluate,evaluation,pone.0230442.s002.docx,584,missing_context,train,needs_review,
pone-row-293c3ffdfc3914af,pone-question-f23596a8b831aeab,Choose and illustrate the two most important events in the story.,Choose and illustrate the two most important events in the story.,evaluate,evaluation,pone.0230442.s002.docx,587,missing_context,train,needs_review,
pone-row-1d9f768718d84adc,pone-question-52e11d96dde5a84b,Defend the following claim: The Cornell method works so well that it could turn even a poor lecture into a valuable learning experience.,Defend the following claim: The Cornell method works so well that it could turn even a poor lecture into a valuable learning experience.,evaluate,evaluation,pone.0230442.s002.docx,598,missing_context,train,needs_review,
pone-row-f14a7b9583b3be31,pone-question-68800965e590d96c,Do you agree...?,Do you agree...?,evaluate,evaluation,pone.0230442.s002.docx,603,placeholder|very_short,train,needs_review,
pone-row-9b0ca72de549e9d2,pone-question-dfa7c6d38d4a82af,How effective are . . .?,How effective are . . .?,evaluate,evaluation,pone.0230442.s002.docx,623,very_short,test,needs_review,
pone-row-0ead02d5f687356a,pone-question-45b793d6256f62c0,How would you decide about...?,How would you decide about...?,evaluate,evaluation,pone.0230442.s002.docx,624,placeholder,train,needs_review,
pone-row-ea49c0162830954b,pone-question-edbe68bc4c1d2f00,Place the following in order of priority...,Place the following in order of priority...,evaluate,evaluation,pone.0230442.s002.docx,638,placeholder|missing_context,train,needs_review,
pone-row-7941cf5e20814e28,pone-question-cd3c63246a384751,What criteria would you use to assess...?,What criteria would you use to assess...?,evaluate,evaluation,pone.0230442.s002.docx,652,placeholder|exact_duplicate,train,needs_review,
pone-row-bebafcb0a3e4387a,pone-question-d52ddccc35af1c23,What is the most important...?,What is the most important...?,evaluate,evaluation,pone.0230442.s002.docx,655,placeholder,train,needs_review,
pone-row-2edbca48cc77fad2,pone-question-521e3dba0a2a6e57,Which of the following actions would probably be least effective in determining the answer?,Which of the following actions would probably be least effective in determining the answer? ,evaluate,evaluation,pone.0230442.s002.docx,656,missing_context,train,needs_review,
pone-row-9f1e0c0b971dfee0,pone-question-d03ef54a399daef5,Revise the story and specify the type of audience that would enjoy this book.,Revise the story and specify the type of audience that would enjoy this book.,evaluate,evaluation,pone.0230442.s002.docx,660,missing_context,train,needs_review,
